NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES,MES_NUM,FECHA
Ojinaga,PÚENTE INTERNACIONAL,2022,JULIO,55207.0,16.0,18.0,95.0,1.0,685.0,119.0,183.0,504.0,8.0,1,46,42,0,56925.0,1282,0,6121,7,2022-07-01
Dovalí Jaime,PUENTE NACIONAL,2022,JULIO,221010.0,5287.0,6813.0,13019.0,1724.0,22468.0,14233.0,3954.0,82312.0,15127.0,1367,543,44647,0,432504.0,2053,24,0,7,2022-07-01
Suchiate II,PÚENTE INTERNACIONAL,2022,JULIO,945.0,1.0,96.0,1.0,0.0,738.0,777.0,72.0,10920.0,1738.0,24,0,44,0,15356.0,17,101,0,7,2022-07-01
Tampico,PUENTE NACIONAL,2022,JULIO,270110.0,3451.0,7736.0,3088.0,1662.0,5839.0,1564.0,251.0,1057.0,282.0,25,3,1034,0,296102.0,1130,0,0,7,2022-07-01
Chapalilla - Compostela ,CAMINO,2022,JULIO,187126.0,2349.0,10817.0,4539.0,1346.0,6034.0,3697.0,599.0,7671.0,3449.0,55,4,862,0,228548.0,1003,0,0,7,2022-07-01
Cuauhtemoc-Osiris ,CAMINO,2022,JULIO,153990.0,635.0,5096.0,7958.0,4502.0,13570.0,9947.0,3286.0,58234.0,11879.0,1525,127,24558,0,295307.0,2778,0,0,7,2022-07-01
Culiacán,PUENTE NACIONAL,2022,JULIO,247466.0,3011.0,6485.0,1548.0,272.0,7448.0,3202.0,562.0,6596.0,1611.0,4,4,565,0,278774.0,2547,0,0,7,2022-07-01
Sinaloa,PUENTE NACIONAL,2022,JULIO,278453.0,2278.0,12201.0,7850.0,2991.0,16097.0,7776.0,3649.0,58895.0,7467.0,1028,94,16834,0,415613.0,3939,9,0,7,2022-07-01
Pánuco,PUENTE NACIONAL,2022,JULIO,136869.0,7837.0,8225.0,1852.0,9.0,4334.0,1331.0,235.0,2650.0,1888.0,17,6,1034,0,166287.0,977,7,0,7,2022-07-01
Alvarado,PUENTE NACIONAL,2022,JULIO,123981.0,11081.0,7273.0,2472.0,161.0,4417.0,2759.0,224.0,2856.0,1117.0,3,0,253,0,156597.0,845,3,0,7,2022-07-01
Papaloapan,PUENTE NACIONAL,2022,JULIO,46110.0,10632.0,2762.0,1183.0,3.0,3925.0,3003.0,113.0,1996.0,328.0,6,7,474,0,70542.0,523,16,0,7,2022-07-01
Tlacotalpan,PUENTE NACIONAL,2022,JULIO,39388.0,4919.0,1261.0,484.0,2.0,770.0,401.0,42.0,154.0,34.0,0,1,31,0,47487.0,492,0,0,7,2022-07-01
Nautla,PUENTE NACIONAL,2022,JULIO,73782.0,4673.0,4025.0,1263.0,453.0,4704.0,3180.0,487.0,6828.0,1554.0,41,9,2142,0,103141.0,999,1,0,7,2022-07-01
Grijalva,PUENTE NACIONAL,2022,JULIO,389455.0,17721.0,12236.0,6409.0,547.0,13739.0,5578.0,1493.0,19734.0,8857.0,474,101,13355,0,489699.0,3076,10,0,7,2022-07-01
Usumacinta,PUENTE NACIONAL,2022,JULIO,95775.0,11429.0,3953.0,2675.0,92.0,5619.0,4695.0,716.0,14068.0,3494.0,406,69,10240,0,153231.0,1278,18,0,7,2022-07-01
Cadereyta,PUENTE NACIONAL,2022,JULIO,123880.0,3145.0,226.0,777.0,6.0,9675.0,2825.0,920.0,10810.0,3824.0,200,263,6054,0,162605.0,781,26,0,7,2022-07-01
La Piedad,PUENTE NACIONAL,2022,JULIO,70088.0,1682.0,3694.0,2190.0,1109.0,8265.0,6388.0,772.0,14779.0,2287.0,55,15,602,0,111926.0,575,0,0,7,2022-07-01
Tecolutla,PUENTE NACIONAL,2022,JULIO,97899.0,13814.0,4659.0,1313.0,436.0,4586.0,2761.0,401.0,6726.0,1754.0,29,13,1886,0,136277.0,650,2,0,7,2022-07-01
San Juan,PUENTE NACIONAL,2022,JULIO,56686.0,175.0,488.0,532.0,139.0,3424.0,1207.0,291.0,5527.0,1095.0,54,97,9515,0,79230.0,1154,1087,0,7,2022-07-01
Caracol,PUENTE NACIONAL,2022,JULIO,141619.0,21866.0,10386.0,4254.0,0.0,6184.0,2669.0,518.0,5286.0,889.0,37,108,10554,0,204370.0,496,13,0,7,2022-07-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,AGOSTO,2963.0,26.0,80.0,12.0,0.0,162.0,161.0,21.0,116.0,38.0,3,2,101,0,3685.0,24,0,0,8,2022-08-01
Matamoros,PÚENTE INTERNACIONAL,2022,AGOSTO,98925.0,246.0,0.0,0.0,0.0,81.0,2.0,5.0,0.0,0.0,0,0,0,0,99259.0,161,0,104990,8,2022-08-01
Camargo,PÚENTE INTERNACIONAL,2022,AGOSTO,29721.0,93.0,0.0,0.0,0.0,74.0,123.0,4.0,1819.0,16.0,4,5,2336,0,34195.0,294,0,2771,8,2022-08-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,AGOSTO,49217.0,39.0,8.0,25.0,1.0,110.0,114.0,38.0,2816.0,12.0,1,0,0,0,52381.0,222,0,15015,8,2022-08-01
Reynosa,PÚENTE INTERNACIONAL,2022,AGOSTO,148848.0,304.0,327.0,663.0,2.0,93.0,9.0,11.0,0.0,0.0,0,0,0,0,150257.0,442,0,140797,8,2022-08-01
   Línea Express,PÚENTE INTERNACIONAL,2022,AGOSTO,67788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,67788.0,0,0,0,8,2022-08-01
Las Flores,PÚENTE INTERNACIONAL,2022,AGOSTO,43881.0,38.0,0.0,0.0,0.0,61.0,129.0,52.0,727.0,511.0,37,9,2041,0,47486.0,140,35,79399,8,2022-08-01
Acuña,PÚENTE INTERNACIONAL,2022,AGOSTO,126113.0,385.0,0.0,0.0,1.0,1706.0,1015.0,166.0,4238.0,43.0,33,0,0,0,133700.0,873,0,6534,8,2022-08-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,AGOSTO,6113.0,34983.0,66.0,73.0,0.0,30.0,0.0,0.0,0.0,0.0,0,0,0,8233,49498.0,4,0,34009,8,2022-08-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,AGOSTO,105697.0,161.0,1.0,0.0,0.0,203.0,2.0,3.0,2.0,0.0,0,0,0,0,106069.0,220,0,31731,8,2022-08-01
Laredo,PÚENTE INTERNACIONAL,2022,AGOSTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,201399,8,2022-08-01
   Línea Express,PÚENTE INTERNACIONAL,2022,AGOSTO,111899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,111899.0,0,0,0,8,2022-08-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,AGOSTO,242377.0,1504.0,19.0,2625.0,0.0,350.0,11.0,48.0,1.0,0.0,0,0,1,0,246936.0,1635,1,0,8,2022-08-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,AGOSTO,20963.0,1713.0,139.0,2.0,0.0,902.0,190.0,11.0,68.0,70.0,0,0,13,0,24071.0,55,0,0,8,2022-08-01
Ojinaga,PÚENTE INTERNACIONAL,2022,AGOSTO,53170.0,46.0,15.0,96.0,0.0,630.0,135.0,180.0,582.0,12.0,0,50,51,0,54967.0,1336,0,4335,8,2022-08-01
Dovalí Jaime,PUENTE NACIONAL,2022,AGOSTO,234617.0,5215.0,7207.0,3785.0,25.0,23277.0,25913.0,4270.0,82754.0,14677.0,1286,551,43824,0,447401.0,2017,52,0,8,2022-08-01
Suchiate II,PÚENTE INTERNACIONAL,2022,AGOSTO,986.0,0.0,72.0,3.0,0.0,804.0,919.0,84.0,11374.0,1920.0,26,5,72,0,16265.0,41,214,0,8,2022-08-01
Tampico,PUENTE NACIONAL,2022,AGOSTO,263097.0,2921.0,8011.0,2586.0,0.0,7004.0,3355.0,257.0,1215.0,303.0,25,2,1056,0,289832.0,970,0,0,8,2022-08-01
Chapalilla - Compostela ,CAMINO,2022,AGOSTO,184390.0,2604.0,10551.0,2752.0,0.0,6858.0,5948.0,573.0,7532.0,3774.0,56,7,884,0,225929.0,1089,0,0,8,2022-08-01
Cuauhtemoc-Osiris ,CAMINO,2022,AGOSTO,151366.0,1514.0,5264.0,6914.0,0.0,14888.0,15565.0,3755.0,60736.0,12491.0,1496,131,25286,0,299406.0,2608,4,0,8,2022-08-01
Culiacán,PUENTE NACIONAL,2022,AGOSTO,237543.0,3190.0,6505.0,602.0,31.0,7234.0,3988.0,449.0,6515.0,1603.0,5,3,611,0,268279.0,2771,0,0,8,2022-08-01
Sinaloa,PUENTE NACIONAL,2022,AGOSTO,270128.0,3174.0,12134.0,4840.0,20.0,16368.0,12069.0,3537.0,59638.0,7702.0,880,73,16466,0,407029.0,3628,14,0,8,2022-08-01
Pánuco,PUENTE NACIONAL,2022,AGOSTO,140416.0,8516.0,8502.0,161.0,23.0,5099.0,2383.0,286.0,2600.0,1979.0,26,7,1059,0,171057.0,848,4,0,8,2022-08-01
Alvarado,PUENTE NACIONAL,2022,AGOSTO,128349.0,10773.0,7234.0,483.0,6.0,5378.0,3851.0,192.0,2761.0,1308.0,3,3,416,0,160757.0,799,1,0,8,2022-08-01
Papaloapan,PUENTE NACIONAL,2022,AGOSTO,45954.0,9685.0,2658.0,82.0,3.0,4686.0,3565.0,134.0,1918.0,307.0,2,1,550,0,69545.0,525,5,0,8,2022-08-01
Tlacotalpan,PUENTE NACIONAL,2022,AGOSTO,40073.0,4919.0,1146.0,51.0,0.0,1213.0,509.0,68.0,191.0,36.0,0,0,31,0,48237.0,336,0,0,8,2022-08-01
Nautla,PUENTE NACIONAL,2022,AGOSTO,79594.0,4565.0,4478.0,762.0,1.0,5088.0,3768.0,472.0,6760.0,1349.0,35,13,1926,0,108811.0,1193,1,0,8,2022-08-01
Grijalva,PUENTE NACIONAL,2022,AGOSTO,403350.0,18820.0,13564.0,1925.0,36.0,16071.0,10043.0,1588.0,20795.0,9499.0,394,81,13202,0,509368.0,3060,68,0,8,2022-08-01
Usumacinta,PUENTE NACIONAL,2022,AGOSTO,100733.0,11378.0,4701.0,1114.0,4.0,5249.0,6888.0,830.0,14845.0,4095.0,361,50,10200,0,160448.0,1282,67,0,8,2022-08-01
Cadereyta,PUENTE NACIONAL,2022,AGOSTO,122563.0,3299.0,273.0,41.0,0.0,8578.0,5121.0,1045.0,11332.0,4507.0,214,287,5392,0,162652.0,728,28,0,8,2022-08-01
La Piedad,PUENTE NACIONAL,2022,AGOSTO,64897.0,1794.0,3731.0,1454.0,1.0,8422.0,8505.0,779.0,14320.0,2138.0,56,12,569,0,106678.0,451,0,0,8,2022-08-01
Tecolutla,PUENTE NACIONAL,2022,AGOSTO,101714.0,13885.0,5192.0,851.0,9.0,4856.0,3745.0,449.0,6688.0,1539.0,34,13,1784,0,140759.0,661,1,0,8,2022-08-01
San Juan,PUENTE NACIONAL,2022,AGOSTO,53948.0,202.0,547.0,160.0,0.0,3297.0,1870.0,288.0,5704.0,1135.0,53,112,10113,0,77429.0,1171,1118,0,8,2022-08-01
Caracol,PUENTE NACIONAL,2022,AGOSTO,147525.0,22124.0,10822.0,252.0,0.0,8164.0,5038.0,496.0,4870.0,933.0,42,100,10597,0,210963.0,526,5,0,8,2022-08-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,SEPTIEMBRE,17134.0,1508.0,154.0,0.0,0.0,727.0,146.0,3.0,54.0,96.0,3,0,7,0,19832.0,21,0,0,9,2022-09-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,SEPTIEMBRE,3547.0,101.0,80.0,11.0,0.0,129.0,143.0,6.0,110.0,28.0,1,5,77,0,4238.0,15,0,0,9,2022-09-01
Matamoros,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,96655.0,281.0,0.0,0.0,0.0,65.0,4.0,2.0,0.0,0.0,0,0,0,0,97007.0,121,0,114397,9,2022-09-01
Camargo,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,31324.0,71.0,0.0,0.0,0.0,83.0,122.0,6.0,1743.0,6.0,10,3,1837,0,35205.0,294,0,3309,9,2022-09-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,52530.0,47.0,8.0,23.0,1.0,113.0,96.0,36.0,2681.0,16.0,2,0,0,0,55553.0,221,0,18986,9,2022-09-01
Reynosa,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,142511.0,290.0,234.0,707.0,2.0,85.0,13.0,7.0,1.0,0.0,0,0,0,0,143850.0,447,0,140331,9,2022-09-01
   Línea Express,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,69275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,69275.0,0,0,0,9,2022-09-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,107807.0,188.0,2.0,0.0,0.0,211.0,0.0,3.0,0.0,0.0,0,0,0,0,108211.0,175,0,33478,9,2022-09-01
Ojinaga,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,50478.0,30.0,8.0,85.0,2.0,741.0,94.0,183.0,527.0,41.0,11,33,37,0,52270.0,1100,0,4798,9,2022-09-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,5731.0,33715.0,37.0,51.0,0.0,80.0,3.0,0.0,0.0,0.0,0,0,0,8332,47949.0,1,0,32536,9,2022-09-01
Acuña,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,123947.0,414.0,1.0,0.0,0.0,1634.0,862.0,167.0,4064.0,34.0,28,0,0,0,131151.0,867,0,6753,9,2022-09-01
Laredo,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,199824,9,2022-09-01
   Línea Express,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,115448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,115448.0,0,0,0,9,2022-09-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,239455.0,1447.0,9.0,2152.0,0.0,325.0,7.0,44.0,2.0,0.0,0,0,1,0,243442.0,1403,0,0,9,2022-09-01
Dovalí Jaime,PUENTE NACIONAL,2022,SEPTIEMBRE,191838.0,4605.0,6900.0,3718.0,20.0,21163.0,23836.0,3797.0,79080.0,13457.0,1249,526,40546,0,390735.0,1711,48,0,9,2022-09-01
Las Flores,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,44465.0,35.0,0.0,0.0,0.0,74.0,119.0,38.0,709.0,444.0,26,28,1619,0,47557.0,136,10,87900,9,2022-09-01
Suchiate II,PÚENTE INTERNACIONAL,2022,SEPTIEMBRE,1098.0,0.0,130.0,5.0,1.0,897.0,901.0,52.0,10229.0,1557.0,22,0,255,0,15147.0,32,170,0,9,2022-09-01
Tlacotalpan,PUENTE NACIONAL,2022,SEPTIEMBRE,32125.0,3988.0,1072.0,4.0,1.0,1125.0,445.0,54.0,189.0,31.0,1,0,28,0,39063.0,544,0,0,9,2022-09-01
San Juan,PUENTE NACIONAL,2022,SEPTIEMBRE,51962.0,152.0,713.0,143.0,0.0,3004.0,1862.0,227.0,5493.0,1072.0,60,108,8080,0,72876.0,1173,990,0,9,2022-09-01
Tampico,PUENTE NACIONAL,2022,SEPTIEMBRE,208696.0,3642.0,6866.0,2047.0,1.0,6448.0,2912.0,208.0,1236.0,285.0,33,3,1106,0,233483.0,874,10,0,9,2022-09-01
Chapalilla - Compostela ,CAMINO,2022,SEPTIEMBRE,138276.0,2753.0,10023.0,2875.0,0.0,6517.0,5624.0,597.0,7339.0,3215.0,63,5,951,0,178238.0,1265,1,0,9,2022-09-01
Cuauhtemoc-Osiris ,CAMINO,2022,SEPTIEMBRE,117937.0,679.0,4212.0,5872.0,0.0,12831.0,11844.0,3618.0,55195.0,10195.0,1549,124,22391,0,246447.0,2195,1,0,9,2022-09-01
Culiacán,PUENTE NACIONAL,2022,SEPTIEMBRE,225404.0,3271.0,6603.0,556.0,17.0,7493.0,3801.0,522.0,6920.0,1772.0,2,1,584,0,256946.0,2741,0,0,9,2022-09-01
Pánuco,PUENTE NACIONAL,2022,SEPTIEMBRE,122903.0,7566.0,7771.0,80.0,4.0,5003.0,2197.0,323.0,2547.0,1824.0,24,3,930,0,151175.0,793,7,0,9,2022-09-01
Alvarado,PUENTE NACIONAL,2022,SEPTIEMBRE,98736.0,8220.0,6425.0,322.0,0.0,4963.0,3809.0,209.0,2654.0,1063.0,10,1,441,0,126853.0,745,0,0,9,2022-09-01
Papaloapan,PUENTE NACIONAL,2022,SEPTIEMBRE,44310.0,10012.0,2607.0,103.0,11.0,4114.0,2562.0,127.0,1764.0,254.0,6,3,612,0,66485.0,525,4,0,9,2022-09-01
Sinaloa,PUENTE NACIONAL,2022,SEPTIEMBRE,237120.0,2901.0,11720.0,4271.0,12.0,15691.0,11904.0,3544.0,58581.0,7723.0,1087,78,16641,0,371273.0,3773,14,0,9,2022-09-01
Nautla,PUENTE NACIONAL,2022,SEPTIEMBRE,64912.0,4547.0,3869.0,581.0,0.0,4457.0,3389.0,372.0,6608.0,1203.0,25,11,1646,0,91620.0,971,0,0,9,2022-09-01
Grijalva,PUENTE NACIONAL,2022,SEPTIEMBRE,372835.0,17520.0,11788.0,1440.0,24.0,16341.0,9824.0,1424.0,19145.0,8562.0,400,72,12406,0,471781.0,3130,89,0,9,2022-09-01
Usumacinta,PUENTE NACIONAL,2022,SEPTIEMBRE,81221.0,10320.0,3065.0,738.0,5.0,5302.0,6810.0,774.0,13733.0,3294.0,412,35,9571,0,135280.0,1262,13,0,9,2022-09-01
Cadereyta,PUENTE NACIONAL,2022,SEPTIEMBRE,117661.0,3556.0,234.0,46.0,1.0,8637.0,5074.0,1223.0,10567.0,4055.0,255,330,4595,0,156234.0,707,29,0,9,2022-09-01
La Piedad,PUENTE NACIONAL,2022,SEPTIEMBRE,64600.0,1709.0,3990.0,1060.0,1.0,7263.0,6295.0,527.0,8337.0,1181.0,17,4,252,0,95236.0,579,0,0,9,2022-09-01
Tecolutla,PUENTE NACIONAL,2022,SEPTIEMBRE,81963.0,14194.0,4366.0,620.0,5.0,4348.0,3096.0,342.0,6416.0,1245.0,14,7,1527,0,118143.0,491,0,0,9,2022-09-01
Caracol,PUENTE NACIONAL,2022,SEPTIEMBRE,131334.0,19533.0,10588.0,203.0,1.0,7772.0,4777.0,442.0,4785.0,689.0,56,80,10091,0,190351.0,421,1,0,9,2022-09-01
   Línea Express,PÚENTE INTERNACIONAL,2022,OCTUBRE,70800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70800.0,0,0,0,10,2022-10-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,OCTUBRE,4476.0,137.0,76.0,17.0,1.0,176.0,122.0,9.0,107.0,47.0,2,6,117,0,5293.0,20,2,0,10,2022-10-01
Matamoros,PÚENTE INTERNACIONAL,2022,OCTUBRE,97137.0,257.0,0.0,0.0,0.0,69.0,2.0,4.0,0.0,0.0,0,0,0,0,97469.0,122,0,139807,10,2022-10-01
Camargo,PÚENTE INTERNACIONAL,2022,OCTUBRE,32451.0,45.0,0.0,0.0,0.0,68.0,106.0,3.0,1835.0,8.0,6,2,1524,0,36048.0,323,0,3471,10,2022-10-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,OCTUBRE,54583.0,50.0,8.0,51.0,0.0,93.0,98.0,43.0,2739.0,15.0,2,0,0,0,57682.0,248,0,18855,10,2022-10-01
