NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES,MES_NUM,FECHA
Caracol,PUENTE NACIONAL,2021,DICIEMBRE,172123.0,22253.0,10989.0,331.0,2.0,8346.0,5474.0,369.0,6111.0,1004.0,46,64,10842,2613,240567.0,761,0,0,12,2021-12-01
   Línea Express,PÚENTE INTERNACIONAL,2022,ENERO,62105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,62105.0,0,0,0,1,2022-01-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,ENERO,1899.0,28.0,14.0,7.0,0.0,98.0,108.0,17.0,85.0,28.0,3,1,63,0,2351.0,19,0,0,1,2022-01-01
Matamoros,PÚENTE INTERNACIONAL,2022,ENERO,91675.0,118.0,0.0,0.0,0.0,64.0,3.0,4.0,0.0,0.0,0,0,0,0,91864.0,223,0,87371,1,2022-01-01
Camargo,PÚENTE INTERNACIONAL,2022,ENERO,27886.0,25.0,103.0,0.0,0.0,85.0,120.0,3.0,1698.0,20.0,12,2,1682,0,31636.0,254,0,2792,1,2022-01-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,ENERO,47792.0,6.0,8.0,16.0,0.0,89.0,69.0,37.0,2148.0,7.0,0,0,0,0,50172.0,283,0,16004,1,2022-01-01
Reynosa,PÚENTE INTERNACIONAL,2022,ENERO,115201.0,149.0,697.0,904.0,0.0,88.0,4.0,7.0,1.0,0.0,0,0,0,0,117051.0,398,0,124982,1,2022-01-01
Ojinaga,PÚENTE INTERNACIONAL,2022,ENERO,47850.0,101.0,11.0,89.0,0.0,765.0,103.0,204.0,653.0,23.0,0,51,0,0,49850.0,1442,0,7418,1,2022-01-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,ENERO,11661.0,1125.0,82.0,0.0,0.0,381.0,106.0,2.0,21.0,13.0,1,0,15,0,13407.0,11,0,0,1,2022-01-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,ENERO,96190.0,75.0,0.0,0.0,0.0,240.0,2.0,5.0,0.0,0.0,0,0,0,0,96512.0,422,0,29815,1,2022-01-01
Acuña,PÚENTE INTERNACIONAL,2022,ENERO,118082.0,245.0,1.0,0.0,0.0,1594.0,797.0,164.0,3497.0,29.0,30,0,1,0,124440.0,1155,1,7212,1,2022-01-01
Laredo,PÚENTE INTERNACIONAL,2022,ENERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,170761,1,2022-01-01
   Línea Express,PÚENTE INTERNACIONAL,2022,ENERO,91707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,91707.0,0,0,0,1,2022-01-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,ENERO,223339.0,866.0,50.0,2546.0,0.0,376.0,22.0,71.0,3.0,0.0,1,0,1,0,227275.0,2792,0,0,1,2022-01-01
Suchiate II,PÚENTE INTERNACIONAL,2022,ENERO,490.0,0.0,27.0,1.0,0.0,591.0,680.0,28.0,9580.0,1657.0,15,0,125,0,13194.0,16,315,0,1,2022-01-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,ENERO,5912.0,29116.0,29.0,106.0,0.0,14.0,4.0,0.0,1.0,1.0,0,0,0,7087,42270.0,4,0,26490,1,2022-01-01
Dovalí Jaime,PUENTE NACIONAL,2022,ENERO,210981.0,4348.0,7030.0,3385.0,19.0,18882.0,23112.0,3134.0,73607.0,12770.0,1092,422,40314,0,399096.0,1557,101,0,1,2022-01-01
Las Flores,PÚENTE INTERNACIONAL,2022,ENERO,41519.0,18.0,1.0,1.0,0.0,75.0,609.0,40.0,993.0,440.0,22,8,1698,0,45424.0,106,85,93634,1,2022-01-01
Tampico,PUENTE NACIONAL,2022,ENERO,237953.0,1987.0,8182.0,2461.0,0.0,6334.0,2701.0,240.0,1284.0,320.0,11,15,704,0,262192.0,1045,0,0,1,2022-01-01
Cuauhtemoc-Osiris ,CAMINO,2022,ENERO,127846.0,555.0,3990.0,5534.0,0.0,12144.0,9340.0,3161.0,52309.0,10323.0,1957,153,23698,0,251010.0,2422,2,0,1,2022-01-01
Culiacán,PUENTE NACIONAL,2022,ENERO,235063.0,2909.0,6778.0,641.0,18.0,7520.0,3814.0,604.0,7797.0,1267.0,8,1,627,0,267047.0,2184,0,0,1,2022-01-01
Sinaloa,PUENTE NACIONAL,2022,ENERO,263398.0,1608.0,14976.0,4891.0,20.0,13790.0,11959.0,3292.0,64217.0,6647.0,1061,49,22446,0,408354.0,4221,33,0,1,2022-01-01
Pánuco,PUENTE NACIONAL,2022,ENERO,133871.0,6148.0,8988.0,330.0,51.0,4749.0,6709.0,273.0,2891.0,1730.0,18,20,2081,0,167859.0,1018,74,0,1,2022-01-01
Alvarado,PUENTE NACIONAL,2022,ENERO,116977.0,7753.0,6671.0,532.0,8.0,4751.0,4215.0,298.0,2691.0,1225.0,26,6,493,0,145646.0,649,1,0,1,2022-01-01
Papaloapan,PUENTE NACIONAL,2022,ENERO,48471.0,8990.0,2597.0,110.0,28.0,3923.0,4252.0,155.0,2991.0,599.0,8,6,719,0,72849.0,6395,394,0,1,2022-01-01
Caracol,PUENTE NACIONAL,2022,ENERO,144072.0,18713.0,10096.0,293.0,1.0,7521.0,4818.0,302.0,5988.0,1206.0,61,77,10207,0,203355.0,2185,585,0,1,2022-01-01
Chapalilla - Compostela ,CAMINO,2022,ENERO,141383.0,2133.0,7233.0,1561.0,1.0,6222.0,5582.0,556.0,6812.0,2499.0,61,4,1320,0,175367.0,682,0,0,1,2022-01-01
Nautla,PUENTE NACIONAL,2022,ENERO,114426.0,3297.0,4562.0,1917.0,22.0,6281.0,6747.0,638.0,12767.0,3323.0,250,47,8153,0,162430.0,1282,91,0,1,2022-01-01
Grijalva,PUENTE NACIONAL,2022,ENERO,347502.0,14822.0,11061.0,1490.0,48.0,14005.0,8354.0,1196.0,18376.0,7880.0,407,64,11554,0,436759.0,2436,34,0,1,2022-01-01
Usumacinta,PUENTE NACIONAL,2022,ENERO,89156.0,9042.0,4164.0,1133.0,11.0,4850.0,5095.0,656.0,12657.0,2988.0,404,47,9889,0,140092.0,1149,28,0,1,2022-01-01
Cadereyta,PUENTE NACIONAL,2022,ENERO,110309.0,1879.0,179.0,19.0,0.0,7464.0,4593.0,1810.0,12153.0,4835.0,213,317,4979,0,148750.0,552,26,0,1,2022-01-01
La Piedad,PUENTE NACIONAL,2022,ENERO,64371.0,1444.0,3420.0,1108.0,0.0,5820.0,5716.0,468.0,7246.0,1037.0,41,10,257,0,90938.0,479,0,0,1,2022-01-01
Tecolutla,PUENTE NACIONAL,2022,ENERO,106748.0,10869.0,4747.0,1589.0,8.0,5073.0,4559.0,350.0,9487.0,2187.0,67,15,4884,0,150583.0,664,10,0,1,2022-01-01
San Juan,PUENTE NACIONAL,2022,ENERO,50990.0,50.0,416.0,125.0,0.0,2802.0,1503.0,206.0,5036.0,818.0,40,41,6911,0,68938.0,1296,754,0,1,2022-01-01
Tlacotalpan,PUENTE NACIONAL,2022,ENERO,38429.0,4269.0,1033.0,16.0,1.0,1147.0,1120.0,37.0,400.0,67.0,1,0,20,0,46540.0,486,5,0,1,2022-01-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,FEBRERO,1884.0,28.0,10.0,4.0,0.0,114.0,112.0,8.0,101.0,34.0,4,2,60,0,2361.0,9,0,0,2,2022-02-01
Matamoros,PÚENTE INTERNACIONAL,2022,FEBRERO,88689.0,110.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,0.0,0,0,1,0,88852.0,100,1,87823,2,2022-02-01
Camargo,PÚENTE INTERNACIONAL,2022,FEBRERO,25613.0,23.0,111.0,4.0,0.0,86.0,135.0,3.0,1641.0,9.0,10,5,1844,0,29484.0,223,0,2801,2,2022-02-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,FEBRERO,46501.0,10.0,7.0,16.0,2.0,97.0,95.0,31.0,2087.0,8.0,0,1,0,0,48855.0,243,0,16110,2,2022-02-01
Reynosa,PÚENTE INTERNACIONAL,2022,FEBRERO,109948.0,153.0,595.0,879.0,0.0,67.0,16.0,6.0,0.0,0.0,0,0,0,0,111664.0,305,0,121376,2,2022-02-01
   Línea Express,PÚENTE INTERNACIONAL,2022,FEBRERO,59560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,59560.0,0,0,0,2,2022-02-01
Las Flores,PÚENTE INTERNACIONAL,2022,FEBRERO,39692.0,8.0,0.0,1.0,0.0,68.0,540.0,30.0,1176.0,554.0,25,6,1499,0,43599.0,89,41,98597,2,2022-02-01
Acuña,PÚENTE INTERNACIONAL,2022,FEBRERO,111703.0,317.0,0.0,0.0,0.0,1527.0,780.0,149.0,3626.0,34.0,26,0,0,0,118162.0,758,0,6208,2,2022-02-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,FEBRERO,5313.0,27833.0,22.0,122.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,5678,38976.0,4,0,24754,2,2022-02-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,FEBRERO,91348.0,90.0,0.0,0.0,0.0,204.0,1.0,1.0,0.0,0.0,0,0,0,0,91644.0,198,0,26051,2,2022-02-01
Laredo,PÚENTE INTERNACIONAL,2022,FEBRERO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,168128,2,2022-02-01
   Línea Express,PÚENTE INTERNACIONAL,2022,FEBRERO,89211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,89211.0,0,0,0,2,2022-02-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,FEBRERO,205631.0,915.0,28.0,1792.0,0.0,271.0,6.0,50.0,1.0,0.0,1,0,0,0,208695.0,1232,0,0,2,2022-02-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,FEBRERO,11081.0,993.0,83.0,0.0,0.0,393.0,39.0,3.0,34.0,12.0,0,0,1,0,12639.0,17,0,0,2,2022-02-01
Ojinaga,PÚENTE INTERNACIONAL,2022,FEBRERO,42167.0,50.0,8.0,72.0,2.0,652.0,113.0,168.0,577.0,50.0,11,22,29,0,43921.0,787,0,4877,2,2022-02-01
Dovalí Jaime,PUENTE NACIONAL,2022,FEBRERO,171604.0,3874.0,5120.0,2455.0,14.0,18598.0,22681.0,3281.0,73191.0,12781.0,1152,429,38448,0,353628.0,1605,54,0,2,2022-02-01
Suchiate II,PÚENTE INTERNACIONAL,2022,FEBRERO,824.0,0.0,42.0,0.0,0.0,749.0,750.0,46.0,10046.0,1545.0,13,2,102,0,14119.0,11,169,0,2,2022-02-01
Tampico,PUENTE NACIONAL,2022,FEBRERO,200419.0,1785.0,5842.0,1619.0,0.0,5962.0,2501.0,208.0,1107.0,255.0,3,5,649,0,220355.0,909,0,0,2,2022-02-01
Chapalilla - Compostela ,CAMINO,2022,FEBRERO,120920.0,2200.0,6397.0,1298.0,0.0,5983.0,5134.0,546.0,6311.0,2502.0,43,3,952,0,152289.0,819,0,0,2,2022-02-01
Cuauhtemoc-Osiris ,CAMINO,2022,FEBRERO,112385.0,649.0,3372.0,5007.0,0.0,11851.0,8609.0,2950.0,50261.0,9654.0,1647,140,22846,0,229371.0,2073,0,0,2,2022-02-01
Culiacán,PUENTE NACIONAL,2022,FEBRERO,224597.0,2480.0,6051.0,554.0,26.0,7294.0,3734.0,521.0,7841.0,1336.0,4,1,631,0,255070.0,2110,0,0,2,2022-02-01
Sinaloa,PUENTE NACIONAL,2022,FEBRERO,226711.0,1645.0,12267.0,3794.0,19.0,13539.0,12195.0,3339.0,62924.0,7074.0,948,58,20834,0,365347.0,3587,17,0,2,2022-02-01
Pánuco,PUENTE NACIONAL,2022,FEBRERO,118140.0,5665.0,7468.0,69.0,54.0,4587.0,6473.0,234.0,2769.0,1758.0,24,27,2021,0,149289.0,957,107,0,2,2022-02-01
Alvarado,PUENTE NACIONAL,2022,FEBRERO,101660.0,7989.0,5710.0,370.0,7.0,4481.0,5184.0,356.0,2656.0,1372.0,17,1,529,0,130332.0,719,0,0,2,2022-02-01
Papaloapan,PUENTE NACIONAL,2022,FEBRERO,42356.0,8498.0,2371.0,79.0,21.0,3772.0,4381.0,118.0,2944.0,533.0,10,1,586,0,65670.0,6384,328,0,2,2022-02-01
Tlacotalpan,PUENTE NACIONAL,2022,FEBRERO,37653.0,4754.0,1044.0,28.0,0.0,997.0,750.0,36.0,509.0,66.0,0,1,28,0,45866.0,579,0,0,2,2022-02-01
Nautla,PUENTE NACIONAL,2022,FEBRERO,76095.0,2832.0,3415.0,1160.0,11.0,5402.0,5802.0,575.0,10893.0,2702.0,139,49,5589,0,114664.0,1049,12,0,2,2022-02-01
Grijalva,PUENTE NACIONAL,2022,FEBRERO,326398.0,13747.0,9610.0,1208.0,33.0,13284.0,8242.0,1221.0,18120.0,7412.0,447,52,11484,0,411258.0,2537,0,0,2,2022-02-01
Usumacinta,PUENTE NACIONAL,2022,FEBRERO,76269.0,8721.0,3011.0,836.0,5.0,4454.0,4973.0,591.0,12020.0,2576.0,452,56,9439,0,123403.0,1068,0,0,2,2022-02-01
Cadereyta,PUENTE NACIONAL,2022,FEBRERO,109069.0,1860.0,208.0,13.0,0.0,7247.0,4544.0,1785.0,11256.0,4393.0,420,410,5412,0,146617.0,772,24,0,2,2022-02-01
La Piedad,PUENTE NACIONAL,2022,FEBRERO,56970.0,1304.0,3050.0,1019.0,0.0,5865.0,5769.0,500.0,6875.0,1089.0,35,14,210,0,82700.0,468,0,0,2,2022-02-01
Tecolutla,PUENTE NACIONAL,2022,FEBRERO,81476.0,10270.0,3556.0,1093.0,8.0,4941.0,4403.0,350.0,9017.0,2061.0,50,9,3721,0,120955.0,601,0,0,2,2022-02-01
San Juan,PUENTE NACIONAL,2022,FEBRERO,49437.0,68.0,396.0,106.0,0.0,2849.0,1403.0,226.0,5023.0,902.0,27,48,6928,0,67413.0,1049,930,0,2,2022-02-01
Caracol,PUENTE NACIONAL,2022,FEBRERO,129763.0,18483.0,8396.0,178.0,0.0,6926.0,4609.0,322.0,5417.0,848.0,75,39,10054,0,185110.0,2264,810,0,2,2022-02-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,MARZO,13762.0,1282.0,94.0,0.0,0.0,442.0,106.0,2.0,21.0,13.0,0,0,5,0,15727.0,18,0,0,3,2022-03-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,MARZO,2238.0,35.0,20.0,9.0,0.0,142.0,109.0,9.0,139.0,39.0,3,11,43,0,2797.0,21,0,0,3,2022-03-01
Matamoros,PÚENTE INTERNACIONAL,2022,MARZO,98765.0,203.0,0.0,0.0,0.0,95.0,2.0,2.0,0.0,0.0,0,0,1,0,99068.0,155,1,106676,3,2022-03-01
Camargo,PÚENTE INTERNACIONAL,2022,MARZO,29344.0,49.0,210.0,78.0,0.0,89.0,123.0,4.0,1679.0,11.0,10,5,2171,0,33773.0,342,0,3183,3,2022-03-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,MARZO,50629.0,28.0,4.0,30.0,5.0,128.0,106.0,44.0,2515.0,22.0,0,0,0,0,53511.0,314,0,19091,3,2022-03-01
Reynosa,PÚENTE INTERNACIONAL,2022,MARZO,128933.0,202.0,583.0,901.0,1.0,75.0,13.0,8.0,0.0,0.0,0,0,3,0,130719.0,352,0,146607,3,2022-03-01
   Línea Express,PÚENTE INTERNACIONAL,2022,MARZO,66134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66134.0,0,0,0,3,2022-03-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,MARZO,109237.0,159.0,1.0,0.0,0.0,215.0,1.0,1.0,0.0,0.0,0,0,0,0,109614.0,278,0,35067,3,2022-03-01
Ojinaga,PÚENTE INTERNACIONAL,2022,MARZO,51268.0,53.0,19.0,71.0,3.0,761.0,155.0,182.0,487.0,38.0,25,1,51,0,53114.0,1146,0,5782,3,2022-03-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,MARZO,5933.0,31366.0,44.0,128.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0,0,7759,45246.0,1,0,26350,3,2022-03-01
Acuña,PÚENTE INTERNACIONAL,2022,MARZO,130189.0,525.0,407.0,1.0,0.0,1881.0,906.0,177.0,4457.0,41.0,32,0,0,0,138616.0,1000,0,7048,3,2022-03-01
Laredo,PÚENTE INTERNACIONAL,2022,MARZO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,191378,3,2022-03-01
   Línea Express,PÚENTE INTERNACIONAL,2022,MARZO,94965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,94965.0,0,0,0,3,2022-03-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,MARZO,231430.0,1326.0,40.0,2458.0,0.0,330.0,18.0,73.0,5.0,0.0,3,0,0,0,235683.0,1477,0,0,3,2022-03-01
Dovalí Jaime,PUENTE NACIONAL,2022,MARZO,195852.0,4837.0,5685.0,2913.0,18.0,21934.0,26106.0,4306.0,84405.0,14728.0,1386,602,41822,0,404594.0,1786,44,0,3,2022-03-01
Las Flores,PÚENTE INTERNACIONAL,2022,MARZO,45241.0,25.0,0.0,0.0,0.0,86.0,334.0,22.0,1317.0,473.0,35,1,2384,0,49918.0,119,241,129161,3,2022-03-01
Suchiate II,PÚENTE INTERNACIONAL,2022,MARZO,1022.0,0.0,73.0,0.0,0.0,933.0,910.0,75.0,12015.0,1929.0,10,1,59,0,17027.0,21,195,0,3,2022-03-01
Tlacotalpan,PUENTE NACIONAL,2022,MARZO,37768.0,4754.0,1093.0,27.0,0.0,1192.0,1087.0,46.0,619.0,83.0,0,0,19,0,46688.0,528,0,0,3,2022-03-01
San Juan,PUENTE NACIONAL,2022,MARZO,56007.0,140.0,690.0,217.0,0.0,3436.0,1888.0,329.0,5417.0,859.0,53,80,8337,0,77453.0,1374,944,0,3,2022-03-01
Tampico,PUENTE NACIONAL,2022,MARZO,239402.0,2166.0,7003.0,1789.0,0.0,7182.0,3021.0,242.0,1191.0,261.0,4,6,710,0,262977.0,1191,2,0,3,2022-03-01
Chapalilla - Compostela ,CAMINO,2022,MARZO,151957.0,2294.0,8120.0,1805.0,1.0,7350.0,5839.0,603.0,7396.0,2948.0,46,1,1018,0,189378.0,940,0,0,3,2022-03-01
Cuauhtemoc-Osiris ,CAMINO,2022,MARZO,129911.0,732.0,4171.0,5849.0,1.0,14064.0,9961.0,3744.0,58321.0,11873.0,2175,179,25812,0,266793.0,2438,0,0,3,2022-03-01
Culiacán,PUENTE NACIONAL,2022,MARZO,249487.0,2761.0,6651.0,620.0,29.0,8625.0,4375.0,587.0,9118.0,1786.0,1,3,604,0,284647.0,2699,0,0,3,2022-03-01
Pánuco,PUENTE NACIONAL,2022,MARZO,133399.0,6761.0,8478.0,106.0,26.0,5329.0,4825.0,381.0,3412.0,1821.0,15,27,2264,0,166844.0,1200,107,0,3,2022-03-01
Alvarado,PUENTE NACIONAL,2022,MARZO,118335.0,9532.0,6642.0,427.0,13.0,5151.0,6606.0,282.0,3043.0,1556.0,34,2,442,0,152065.0,838,0,0,3,2022-03-01
Papaloapan,PUENTE NACIONAL,2022,MARZO,50892.0,10131.0,3036.0,116.0,44.0,5341.0,5310.0,186.0,3739.0,668.0,6,5,706,0,80180.0,6698,265,0,3,2022-03-01
Sinaloa,PUENTE NACIONAL,2022,MARZO,258767.0,1944.0,12471.0,4272.0,38.0,16208.0,15101.0,3653.0,71879.0,7838.0,984,83,22927,0,416165.0,4166,2,0,3,2022-03-01
Nautla,PUENTE NACIONAL,2022,MARZO,65446.0,3758.0,3919.0,931.0,5.0,4889.0,4327.0,503.0,8775.0,1700.0,65,13,3153,0,97484.0,1032,0,0,3,2022-03-01
Grijalva,PUENTE NACIONAL,2022,MARZO,376667.0,16466.0,11677.0,1263.0,36.0,15844.0,9585.0,1414.0,21348.0,8695.0,501,65,12960,0,476521.0,3089,20,0,3,2022-03-01
Usumacinta,PUENTE NACIONAL,2022,MARZO,88373.0,10100.0,3664.0,771.0,7.0,5407.0,6074.0,657.0,14333.0,3131.0,492,43,10012,0,143064.0,1395,18,0,3,2022-03-01
Cadereyta,PUENTE NACIONAL,2022,MARZO,126666.0,2440.0,249.0,57.0,1.0,8435.0,5645.0,1146.0,11829.0,4155.0,357,301,6044,0,167325.0,882,35,0,3,2022-03-01
La Piedad,PUENTE NACIONAL,2022,MARZO,64546.0,1573.0,3359.0,1180.0,0.0,6994.0,6735.0,576.0,8374.0,1271.0,32,14,232,0,94886.0,533,0,0,3,2022-03-01
Tecolutla,PUENTE NACIONAL,2022,MARZO,91266.0,12908.0,4275.0,1013.0,9.0,5509.0,5164.0,369.0,8469.0,1775.0,38,2,2767,0,133564.0,581,0,0,3,2022-03-01
Caracol,PUENTE NACIONAL,2022,MARZO,146162.0,21673.0,9793.0,220.0,0.0,8131.0,5433.0,392.0,6159.0,1108.0,81,55,10373,0,209580.0,2195,442,0,3,2022-03-01
   Línea Express,PÚENTE INTERNACIONAL,2022,ABRIL,66870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,66870.0,0,0,0,4,2022-04-01
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2022,ABRIL,2019.0,59.0,29.0,6.0,0.0,115.0,85.0,7.0,83.0,36.0,1,0,48,0,2488.0,19,0,0,4,2022-04-01
Matamoros,PÚENTE INTERNACIONAL,2022,ABRIL,100459.0,232.0,0.0,0.0,0.0,88.0,2.0,3.0,0.0,0.0,0,0,0,0,100784.0,178,0,109157,4,2022-04-01
Camargo,PÚENTE INTERNACIONAL,2022,ABRIL,29485.0,31.0,97.0,69.0,0.0,94.0,127.0,3.0,2400.0,20.0,14,4,2129,0,34473.0,389,0,3184,4,2022-04-01
Miguel Alemán,PÚENTE INTERNACIONAL,2022,ABRIL,52247.0,25.0,5.0,34.0,2.0,98.0,101.0,31.0,2840.0,12.0,0,0,0,0,55395.0,324,0,19023,4,2022-04-01
Reynosa,PÚENTE INTERNACIONAL,2022,ABRIL,126398.0,276.0,311.0,700.0,0.0,77.0,9.0,7.0,0.0,0.0,0,0,2,0,127780.0,387,2,142911,4,2022-04-01
Las Flores,PÚENTE INTERNACIONAL,2022,ABRIL,43940.0,34.0,0.0,0.0,0.0,66.0,203.0,16.0,1747.0,451.0,23,0,1935,0,48415.0,115,232,102912,4,2022-04-01
Suchiate II,PÚENTE INTERNACIONAL,2022,ABRIL,939.0,0.0,73.0,0.0,0.0,823.0,779.0,77.0,9849.0,1438.0,14,1,49,0,14042.0,28,230,0,4,2022-04-01
Rodolfo Robles,PÚENTE INTERNACIONAL,2022,ABRIL,6340.0,29376.0,31.0,114.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0,0,7282,43153.0,1,0,26232,4,2022-04-01
Piedras Negras,PÚENTE INTERNACIONAL,2022,ABRIL,106232.0,169.0,1.0,0.0,0.0,198.0,0.0,4.0,0.0,0.0,0,0,0,0,106604.0,240,0,35069,4,2022-04-01
Acuña,PÚENTE INTERNACIONAL,2022,ABRIL,123060.0,441.0,0.0,0.0,0.0,1550.0,798.0,176.0,3889.0,28.0,37,1,0,0,129980.0,874,0,7143,4,2022-04-01
Laredo,PÚENTE INTERNACIONAL,2022,ABRIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,196318,4,2022-04-01
   Línea Express,PÚENTE INTERNACIONAL,2022,ABRIL,105556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,105556.0,0,0,0,4,2022-04-01
Juárez-Lincoln,PÚENTE INTERNACIONAL,2022,ABRIL,231100.0,1418.0,27.0,2454.0,1.0,281.0,10.0,47.0,15.0,0.0,1,0,2,0,235356.0,1244,1,0,4,2022-04-01
Dovalí Jaime Bis,PUENTE NACIONAL,2022,ABRIL,14994.0,1362.0,97.0,0.0,0.0,456.0,124.0,7.0,26.0,58.0,2,0,2,0,17128.0,13,0,0,4,2022-04-01
Ojinaga,PÚENTE INTERNACIONAL,2022,ABRIL,50389.0,64.0,14.0,74.0,3.0,714.0,124.0,198.0,508.0,6.0,21,18,34,0,52167.0,1111,0,6003,4,2022-04-01
Dovalí Jaime,PUENTE NACIONAL,2022,ABRIL,223796.0,4917.0,7162.0,3612.0,26.0,20242.0,24316.0,4085.0,79418.0,13869.0,1304,459,41264,0,424470.0,1867,43,0,4,2022-04-01
Tlacotalpan,PUENTE NACIONAL,2022,ABRIL,43470.0,4480.0,1136.0,23.0,0.0,1089.0,1159.0,29.0,558.0,71.0,0,0,25,0,52040.0,414,0,0,4,2022-04-01
Tampico,PUENTE NACIONAL,2022,ABRIL,284105.0,2502.0,7839.0,2291.0,0.0,6826.0,3069.0,235.0,1182.0,288.0,18,4,754,0,309113.0,1370,5,0,4,2022-04-01
Cuauhtemoc-Osiris ,CAMINO,2022,ABRIL,153296.0,1817.0,4830.0,6652.0,0.0,12907.0,9678.0,3439.0,54544.0,10625.0,1863,173,23931,0,283755.0,2390,0,0,4,2022-04-01
Culiacán,PUENTE NACIONAL,2022,ABRIL,255904.0,3152.0,6701.0,685.0,31.0,7840.0,4518.0,464.0,8422.0,1586.0,3,0,576,0,289882.0,2712,0,0,4,2022-04-01
Sinaloa,PUENTE NACIONAL,2022,ABRIL,281268.0,2835.0,12412.0,4853.0,18.0,14887.0,13220.0,2549.0,64327.0,6284.0,949,75,21238,0,424915.0,5958,7,0,4,2022-04-01
Pánuco,PUENTE NACIONAL,2022,ABRIL,141846.0,6969.0,8454.0,187.0,14.0,5111.0,3647.0,296.0,2856.0,1762.0,38,17,2168,0,173365.0,1047,96,0,4,2022-04-01
Alvarado,PUENTE NACIONAL,2022,ABRIL,139578.0,9633.0,7116.0,529.0,6.0,4990.0,6332.0,254.0,2804.0,1296.0,7,6,532,0,173083.0,832,0,0,4,2022-04-01
Papaloapan,PUENTE NACIONAL,2022,ABRIL,47190.0,9712.0,2724.0,111.0,28.0,5052.0,4974.0,146.0,2998.0,423.0,4,1,595,0,73958.0,4056,174,0,4,2022-04-01
Caracol,PUENTE NACIONAL,2022,ABRIL,148570.0,21171.0,10052.0,312.0,0.0,7727.0,5675.0,392.0,6044.0,1255.0,67,94,10977,0,212336.0,1997,805,0,4,2022-04-01
Chapalilla - Compostela ,CAMINO,2022,ABRIL,198335.0,2329.0,10051.0,2709.0,2.0,6792.0,5343.0,564.0,7236.0,2806.0,64,1,1047,0,237279.0,1013,0,0,4,2022-04-01
Grijalva,PUENTE NACIONAL,2022,ABRIL,391349.0,16046.0,12136.0,1668.0,36.0,14837.0,8467.0,1322.0,18941.0,7502.0,434,46,12810,0,485594.0,3073,47,0,4,2022-04-01
Usumacinta,PUENTE NACIONAL,2022,ABRIL,101858.0,10625.0,4564.0,1136.0,10.0,5262.0,6449.0,632.0,13087.0,2831.0,423,48,9507,0,156432.0,1305,47,0,4,2022-04-01
